Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Chile;Abono Mensual;Plan Bronce Lite;790;CGTN Español;SD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;795;TV Perú;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;804;Escuela Más;SD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1127;DShow HD;HD;Variedades;Si
Chile;Abono Mensual;Plan Bronce Lite;1147;TV+ HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1148;La Red HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1149;TVN HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1150;Mega HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1151;CHV HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1152;Canal 13 HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1153;24 Horas HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1154;CNN Chile HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1155;Mega 2 HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1156;13 C HD;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1157;Mega Noticias;HD;Nacional;Si
Chile;Abono Mensual;Plan Bronce Lite;1158;CHV Noticias;HD;Nacional;Si
Chile;Abono Mensual;Plan Bronce Lite;1159;T13;HD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;1204;Star Channel HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1206;Warner Channel HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1207;A&E HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1208;Sony HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1209;AXN HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1210;AMC HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1213;TNT Series HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1214;Atres Series HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1215;Comedy Central HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1217;FX HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1218;Universal TV HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1219;USA Network HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1221;Hola TV HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1222;E! Entertainment HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1223;Investigation Discovery (ID) HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1228;Lifetime HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1229;Discovery Home & Health HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1231;A la Cocina TV;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1232;El Gourmet HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1233;Food Network HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1234;HGTV HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1236;VePlus HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1264;MTV HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1265;Music Top;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1266;Tierra Mía HD;HD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;1270;Latina TV;HD;Variedades;Si
Chile;Abono Mensual;Plan Bronce Lite;1273;INTI Network HD;HD;Variedades;Si
Chile;Abono Mensual;Plan Bronce Lite;1304;Cartoon Network HD;HD;Infantil;No
Chile;Abono Mensual;Plan Bronce Lite;1308;Nick HD;HD;Infantil;No
