Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Puerto Rico;POS_PR;Demo 2;337;Nick Jr.;HD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;338;Vme;SD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;339;Baby First TV;SD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;350;EWTN;SD;Religioso;Si
Puerto Rico;POS_PR;Demo 2;352;Enlace;SD;Religioso;Si
Puerto Rico;POS_PR;Demo 2;354;Christian Television Network (CTN);SD;Religioso;Si
Puerto Rico;POS_PR;Demo 2;462;Playboy TV;SD;Adultos;No
Puerto Rico;POS_PR;Demo 2;465;Brazzers TV;SD;Adultos;No
Puerto Rico;POS_PR;Demo 2;468;Hustler;SD;Adultos;No
Puerto Rico;POS_PR;Demo 2;511;AMC;HD;Cine;Si
Puerto Rico;POS_PR;Demo 2;514;Cine Latino;SD;Cine;Si
Puerto Rico;POS_PR;Demo 2;516;De Película;SD;Cine;Si
Puerto Rico;POS_PR;Demo 2;517;Lifetime;HD;Cine;Si
Puerto Rico;POS_PR;Demo 2;518;Lifetime Moivie Network;HD;Cine;Si
Puerto Rico;POS_PR;Demo 2;520;Hallmark Channel;HD;Cine;Si
Puerto Rico;POS_PR;Demo 2;521;Hallmark Family;HD;Cine;Si
Puerto Rico;POS_PR;Demo 2;522;Hallmark Mistery;SD;Cine;Si
Puerto Rico;POS_PR;Demo 2;550;MGM Mas;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;551;MGM Mas Hits;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;552;MGM Mas Marquee;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;564;HBO;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;565;HBO Hits;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;566;HBO Movie;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;567;HBO Drama;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;569;HBO Comedy;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;570;HBO Latino;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;571;Cinemax;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;572;Cinemax Hits;HD;Cine;No
