Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Colombia;Pospago;Access Mas;270;Mi Gente 3.0;SD;Variedades;Si
Colombia;Pospago;Access Mas;304;Cartoon Network;SD;Infantil;Si
Colombia;Pospago;Access Mas;308;Nickelodeon;SD;Infantil;Si
Colombia;Pospago;Access Mas;309;Nick Jr.;SD;Infantil;Si
Colombia;Pospago;Access Mas;310;TeenNick;SD;Infantil;No
Colombia;Pospago;Access Mas;312;Disney Channel HD;HD;Infantil;No
Colombia;Pospago;Access Mas;314;Disney Channel;SD;Infantil;Si
Colombia;Pospago;Access Mas;315;Disney Junior;SD;Infantil;Si
Colombia;Pospago;Access Mas;317;BabyTV;SD;Infantil;No
Colombia;Pospago;Access Mas;318;Plim Plim;SD;Infantil;No
Colombia;Pospago;Access Mas;319;El Reino Infantil;SD;Infantil;No
Colombia;Pospago;Access Mas;330;Discovery Kids;SD;Infantil;Si
Colombia;Pospago;Access Mas;334;Cartoonito;SD;Infantil;No
Colombia;Pospago;Access Mas;350;EWTN;SD;Religioso;Si
Colombia;Pospago;Access Mas;351;Orbe 21;SD;Religioso;No
Colombia;Pospago;Access Mas;352;Enlace;SD;Religioso;Si
Colombia;Pospago;Access Mas;353;Cristovisión;SD;Religioso;Si
Colombia;Pospago;Access Mas;358;DayStar;SD;Religioso;No
Colombia;Pospago;Access Mas;464;Playboy TV;SD;Adultos;No
Colombia;Pospago;Access Mas;468;Venus;SD;Adultos;No
Colombia;Pospago;Access Mas;469;XTSY;SD;Adultos;No
Colombia;Pospago;Access Mas;470;Hustler TV HD;SD;Adultos;No
Colombia;Pospago;Access Mas;502;TNT;SD;Cine;Si
Colombia;Pospago;Access Mas;503;Golden;SD;Cine;No
Colombia;Pospago;Access Mas;506;Sony Movies;SD;Cine;No
Colombia;Pospago;Access Mas;507;Cinecanal;SD;Cine;Si
Colombia;Pospago;Access Mas;508;Studio Universal;SD;Cine;Si
Colombia;Pospago;Access Mas;509;Cinemax;SD;Cine;No
Colombia;Pospago;Access Mas;510;Mórbido TV;SD;Cine;No
Colombia;Pospago;Access Mas;513;DHE;SD;Cine;No
Colombia;Pospago;Access Mas;516;De Película;SD;Cine;No
Colombia;Pospago;Access Mas;517;Golden Edge;SD;Cine;No
Colombia;Pospago;Access Mas;518;Space;SD;Cine;Si
Colombia;Pospago;Access Mas;524;HBO;SD;Cine;No
Colombia;Pospago;Access Mas;525;HBO 2;SD;Cine;No
Colombia;Pospago;Access Mas;526;HBO Plus HD;SD;Cine;No
Colombia;Pospago;Access Mas;528;HBO Signature;SD;Cine;No
Colombia;Pospago;Access Mas;534;HBO Family;SD;Cine;No
Colombia;Pospago;Access Mas;540;HBO Mundi;SD;Cine;No
Colombia;Pospago;Access Mas;541;HBO Pop;SD;Cine;No
Colombia;Pospago;Access Mas;542;HBO Xtreme;SD;Cine;No
Colombia;Pospago;Access Mas;571;Universal Premiere Este;SD;PPV;No
Colombia;Pospago;Access Mas;572;Universal Cinema;SD;PPV;No
Colombia;Pospago;Access Mas;573;Universal Comedy;SD;PPV;No
Colombia;Pospago;Access Mas;574;Universal Crime Este;SD;PPV;No
Colombia;Pospago;Access Mas;575;Universal Reality;SD;PPV;No
Colombia;Pospago;Access Mas;576;Universal Premiere Oeste;SD;PPV;No
Colombia;Pospago;Access Mas;577;Universal Cinema Oeste;SD;PPV;No
Colombia;Pospago;Access Mas;610;DSports;SD;Deportes;Si
Colombia;Pospago;Access Mas;612;DSports 2;SD;Deportes;Si
Colombia;Pospago;Access Mas;613;DSports+;SD;Deportes;Si
Colombia;Pospago;Access Mas;621;ESPN;SD;Deportes;Si
Colombia;Pospago;Access Mas;622;ESPN 2;SD;Deportes;Si
Colombia;Pospago;Access Mas;623;ESPN 3;SD;Deportes;Si
Colombia;Pospago;Access Mas;625;ESPN 5;SD;Deportes;No
Colombia;Pospago;Access Mas;626;ESPN 6;SD;Deportes;Si
Colombia;Pospago;Access Mas;627;ESPN 7;SD;Deportes;Si
Colombia;Pospago;Access Mas;628;Golf Channel Latinoamérica;SD;Deportes;No
Colombia;Pospago;Access Mas;629;TyC Sports Internacional;SD;Deportes;No
Colombia;Pospago;Access Mas;631;DSports Radio;Radio;Radio;No
Colombia;Pospago;Access Mas;633;Win Sports;SD;Deportes;Si
Colombia;Pospago;Access Mas;634;Win Sports Mas;SD;PPV;No
Colombia;Pospago;Access Mas;700;DNews;SD;Mundo;Si
Colombia;Pospago;Access Mas;704;CNN en Español;SD;Mundo;Si
Colombia;Pospago;Access Mas;706;CNN International;SD;Mundo;No
Colombia;Pospago;Access Mas;707;CNN Chile;SD;Mundo;No
Colombia;Pospago;Access Mas;708;TVN 24 HORAS;SD;Mundo;No
Colombia;Pospago;Access Mas;710;Bloomberg;SD;Mundo;No
Colombia;Pospago;Access Mas;716;Todo Noticias (TN);SD;Mundo;Si
Colombia;Pospago;Access Mas;720;Canal 26;SD;Mundo;Si
Colombia;Pospago;Access Mas;726;Canal Rural;SD;Mundo;Si
Colombia;Pospago;Access Mas;730;National Geographic;SD;Mundo;Si
Colombia;Pospago;Access Mas;732;Discovery Channel;SD;Mundo;Si
Colombia;Pospago;Access Mas;734;Animal Planet;SD;Mundo;No
Colombia;Pospago;Access Mas;736;Discovery Turbo;SD;Mundo;No
Colombia;Pospago;Access Mas;740;Discovery Travel & Living Channel (TLC);SD;Mundo;No
Colombia;Pospago;Access Mas;742;History Channel;SD;Mundo;No
Colombia;Pospago;Access Mas;744;History 2;SD;Mundo;No
Colombia;Pospago;Access Mas;760;Univision;SD;Mundo;No
Colombia;Pospago;Access Mas;762;Antena 3 Internacional;SD;Mundo;No
Colombia;Pospago;Access Mas;764;France 24 Español;SD;Mundo;Si
Colombia;Pospago;Access Mas;766;Rai Italia;SD;Mundo;No
Colombia;Pospago;Access Mas;768;BBC WORLD;SD;Mundo;No
Colombia;Pospago;Access Mas;770;Deutsche Welle (DW) Español;SD;Mundo;No
Colombia;Pospago;Access Mas;772;Caracol Internacional;SD;Mundo;No
Colombia;Pospago;Access Mas;774;TV Chile Internacional;SD;Mundo;Si
