Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro HD L1Max 1D;613;DSports+;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;621;ESPN;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;622;ESPN 2;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;623;ESPN 3;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;625;ESPN 5;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;626;ESPN 6;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;627;ESPN 7;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;628;Golf Channel Latinoamérica;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;629;TyC Sports;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;700;DNews;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;704;CNN en Español;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;706;CNN International;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;707;CNN Chile;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;708;TVN 24 HORAS;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;710;Bloomberg Television;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;715;América;SD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;716;Todo Noticias (TN);SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;720;26Noticias;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;725;NTN 24;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;726;Canal Rural;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;727;Cable Noticias;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;730;National Geographic;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;732;Discovery Channel;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;734;Animal Planet;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;736;Discovery Turbo;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;740;TLC (Travel & Living Channel);SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;742;History Channel;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;744;History 2;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;760;Univision;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;762;Antena 3;SD;Mundo;Si
