Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría
BARBADOS;POSPAGO;HBO GOLD;207;A&E LA;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;208;SONY EAST;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;209;AXN;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;210;AMC LA;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;213;TNT SERIES;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;215;COMEDY CENTRAL;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;216;TEEN NICK;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;217;FX;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;218;UNIVERSAL;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;219;USA;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;220;ADULT SWIM;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;222;E!;SD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;HBO GOLD;223;ID;SD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;HBO GOLD;228;LIFETIME LA;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;229;DISCOVERY HOME & HEALTH;SD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;HBO GOLD;233;FOOD NETWORK US;SD;GASTRONÓMICO
BARBADOS;POSPAGO;HBO GOLD;250;HGTV US;SD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;HBO GOLD;253;BET;SD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;HBO GOLD;254;PARAMOUNT;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;260;MTV USA SD;SD;MUSICAL
BARBADOS;POSPAGO;HBO GOLD;262;VH1 USA;SD;MUSICAL
BARBADOS;POSPAGO;HBO GOLD;264;MTV LA;SD;MUSICAL
BARBADOS;POSPAGO;HBO GOLD;304;CARTOON NETWORK;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;308;NICKELODEON LA;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;314;DISNEY CHANNEL;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;315;DISNEY JUNIOR;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;321;ZOO MOO;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;322;NICKELODEON USA;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;330;DISCOVERY KIDS;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;334;CARTOONITO;SD;INFANTIL
BARBADOS;POSPAGO;HBO GOLD;358;DAYSTAR;SD;RELIGIOSO
BARBADOS;POSPAGO;HBO GOLD;502;TNT;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;503;GOLDEN;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;506;SONY MOVIES;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;507;CINECANAL;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;508;STUDIO UNIVERSAL;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;509;CINEMAX;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;510;PARAMOUNT;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;513;DHE;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;517;GOLDEN EDGE;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;518;SPACE;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;527;HBO CARIBBEAN;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;528;HBO SIGNATURE;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;534;HBO FAMILY;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;600;DIRECTV SPORTS PORTAL;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;610;DIRECTV SPORTS;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;612;DIRECTV SPORTS 2;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;620;DIRECTV SPORTS FIGHT;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;621;ESPN CARIBBEAN;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;622;ESPN 2 CARIBBEAN;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;628;THE GOLF CHANNEL LA;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;667;FLOW SPORTS NETWORK;SD;DEPORTES
BARBADOS;POSPAGO;HBO GOLD;702;CNN;SD;NOTICIAS
BARBADOS;POSPAGO;HBO GOLD;706;CNN INTERNATIONAL;SD;NOTICIAS
BARBADOS;POSPAGO;HBO GOLD;710;BLOOMBERG;SD;NOTICIAS
BARBADOS;POSPAGO;HBO GOLD;730;NATIONAL GEOGRAPHIC;SD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;HBO GOLD;732;DISCOVERY;SD;CIENCIA Y CULTURA
